id,queue_id,pmid,doi,evidence_domain,candidate_modality,source_location,matched_terms,candidate_signal,suggested_evidence_grade,confidence_label,validation_status,curator_decision,redistribution_level,source_title
16248,45417,30448197,10.1016/j.ymthe.2018.10.011,toxicity,ASO,PubMed abstract sentence 9,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Efficacy of Multi-exon Skipping Treatment in Duchenne Muscular Dystrophy Dog Model Neonates.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Efficacy of Multi-exon Skipping Treatment in Duchenne Muscular Dystrophy Dog Model Neonates.
16252,45421,30195785,10.1016/j.omtn.2018.06.005,toxicity,ASO,PubMed abstract sentence 5,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Long-Term Morpholino Oligomers in Hexose Elicits Long-Lasting Therapeutic Improvements in mdx Mice.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Long-Term Morpholino Oligomers in Hexose Elicits Long-Lasting Therapeutic Improvements in mdx Mice.
16254,45423,30171554,10.1007/978-1-4939-8651-4_23,toxicity,ASO,PubMed abstract sentence 6,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: In Vivo Evaluation of Multiple Exon Skipping with Peptide-PMOs in Cardiac and Skeletal Muscles in Dystrophic Dogs.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,In Vivo Evaluation of Multiple Exon Skipping with Peptide-PMOs in Cardiac and Skeletal Muscles in Dystrophic Dogs.
16256,45425,30171535,10.1007/978-1-4939-8651-4_4,toxicity,ASO,PubMed abstract sentence 4,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Nusinersen in the Treatment of Spinal Muscular Atrophy.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Nusinersen in the Treatment of Spinal Muscular Atrophy.
16258,45427,29997223,10.1182/blood-2018-03-836601,toxicity,ASO,PubMed abstract sentence 5,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Therapeutic vulnerability of multiple myeloma to MIR17PTi, a first-in-class inhibitor of pri-miR-17-92.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,"Therapeutic vulnerability of multiple myeloma to MIR17PTi, a first-in-class inhibitor of pri-miR-17-92."
16260,45429,29875202,10.1126/scitranslmed.aat0195,toxicity,ASO/siRNA,PubMed abstract sentence 5,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Anchor peptide captures, targets, and loads exosomes of diverse origins for diagnostics and therapy.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,"Anchor peptide captures, targets, and loads exosomes of diverse origins for diagnostics and therapy."
16263,45432,29800498,10.1002/jgm.3025,toxicity,ASO,PubMed abstract sentence 8,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Palmitoylated phosphodiester gapmer designs with albumin binding capacity and maintained in vitro gene silencing activity.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Palmitoylated phosphodiester gapmer designs with albumin binding capacity and maintained in vitro gene silencing activity.
16268,45437,29696141,10.3389/fcell.2018.00037,offtarget,ASO,PubMed abstract sentence 16,off-target;silencing,"offtarget candidate; matched derived terms: off-target, silencing; source title: Enhancing Understanding of the Visual Cycle by Applying CRISPR/Cas9 Gene Editing in Zebrafish.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Enhancing Understanding of the Visual Cycle by Applying CRISPR/Cas9 Gene Editing in Zebrafish.
16277,45446,29282321,10.1073/pnas.1715124115,toxicity,ASO,PubMed abstract sentence 7,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: A mixed modality approach towards Xi reactivation for Rett syndrome and other X-linked disorders.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,A mixed modality approach towards Xi reactivation for Rett syndrome and other X-linked disorders.
16279,45448,29214789,10.3349/ymj.2018.59.1.141,toxicity,ASO,PubMed abstract sentence 2,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: microRNA-183 is Essential for Hair Cell Regeneration after Neomycin Injury in Zebrafish.",B,high_candidate,curator_rejected,reject,derived_annotations_only,microRNA-183 is Essential for Hair Cell Regeneration after Neomycin Injury in Zebrafish.
16281,45450,28918018,10.1016/j.omtn.2017.06.012,toxicity,siRNA,PubMed abstract sentence 4,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Locked Nucleic Acid Gapmers and Conjugates Potently Silence ADAM33, an Asthma-Associated Metalloprotease with Nuclear-Localized mRNA.",B,high_candidate,curator_rejected,reject,derived_annotations_only,"Locked Nucleic Acid Gapmers and Conjugates Potently Silence ADAM33, an Asthma-Associated Metalloprotease with Nuclear-Localized mRNA."
16288,45457,28571947,10.1016/j.bbagen.2017.05.026,toxicity,ASO,PubMed abstract sentence 1,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Boron nitride nanotubes for gene silencing.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Boron nitride nanotubes for gene silencing.
16291,45460,28373570,10.1073/pnas.1613203114,toxicity,ASO/siRNA,PubMed abstract sentence 11,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Effects of systemic multiexon skipping with peptide-conjugated morpholinos in the heart of a dog model of Duchenne muscular dystrophy.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Effects of systemic multiexon skipping with peptide-conjugated morpholinos in the heart of a dog model of Duchenne muscular dystrophy.
16292,45461,28364245,10.1007/978-1-4939-6817-6_17,toxicity,ASO,PubMed abstract sentence 4,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Systemic Delivery of Morpholinos to Skip Multiple Exons in a Dog Model of Duchenne Muscular Dystrophy.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Systemic Delivery of Morpholinos to Skip Multiple Exons in a Dog Model of Duchenne Muscular Dystrophy.
16297,45466,28119399,10.1523/JNEUROSCI.3102-16.2017,toxicity,siRNA,PubMed abstract sentence 2,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: An ALS-Associated Mutant SOD1 Rapidly Suppresses KCNT1 (Slack) Na + -Activated K + Channels in Aplysia Neurons.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,An ALS-Associated Mutant SOD1 Rapidly Suppresses KCNT1 (Slack) Na(+)-Activated K(+) Channels in Aplysia Neurons.
16303,45472,27890659,10.1016/j.nano.2016.11.015,toxicity,ASO/siRNA,PubMed abstract sentence 7,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: RNA nanoparticles harboring annexin A2 aptamer can target ovarian cancer for tumor-specific doxorubicin delivery.",B,high_candidate,curator_rejected,reject,derived_annotations_only,RNA nanoparticles harboring annexin A2 aptamer can target ovarian cancer for tumor-specific doxorubicin delivery.
16306,45475,27939059,10.1016/S0140-6736(16)31408-8,toxicity,ASO,PubMed abstract sentence 3,safety;tolerability,"toxicity candidate; matched derived terms: safety, tolerability; source title: Treatment of infantile-onset spinal muscular atrophy with nusinersen: a phase 2, open-label, dose-escalation study.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,"Treatment of infantile-onset spinal muscular atrophy with nusinersen: a phase 2, open-label, dose-escalation study."
16307,45476,27721240,10.1172/JCI83185,toxicity,ASO,PubMed abstract sentence 6,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Targeting CAG repeat RNAs reduces Huntington's disease phenotype independently of huntingtin levels.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Targeting CAG repeat RNAs reduces Huntington's disease phenotype independently of huntingtin levels.
16308,45477,27655663,10.18632/oncotarget.12043,toxicity,ASO/siRNA,PubMed abstract sentence 5,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Locked nucleic acid-inhibitor of miR-205 decreases endometrial cancer cells proliferation in vitro and in vivo.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Locked nucleic acid-inhibitor of miR-205 decreases endometrial cancer cells proliferation in vitro and in vivo.
16310,45479,27378237,10.1038/mt.2016.111,toxicity,ASO,PubMed abstract sentence 4,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Morpholino-mediated Knockdown of DUX4 Toward Facioscapulohumeral Muscular Dystrophy Therapeutics.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Morpholino-mediated Knockdown of DUX4 Toward Facioscapulohumeral Muscular Dystrophy Therapeutics.
16312,45481,27123752,10.1089/nat.2015.0557,toxicity,siRNA,PubMed abstract sentence 5,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Single-Stranded Silencing RNAs: Hit Rate and Chemical Modification.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Single-Stranded Silencing RNAs: Hit Rate and Chemical Modification.
16313,45482,27112072,10.1016/j.bcp.2016.04.012,toxicity,ASO,PubMed abstract sentence 8,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Biological effects of 6-formylindolo[3,2-b]carbazole (FICZ) in vivo are enhanced by loss of CYP1A function in an Ahr2-dependent manner.",B,high_candidate,curator_rejected,reject,derived_annotations_only,"Biological effects of 6-formylindolo[3,2-b]carbazole (FICZ) in vivo are enhanced by loss of CYP1A function in an Ahr2-dependent manner."
16316,45485,26878886,10.1038/srep21301,toxicity,ASO,PubMed abstract sentence 1,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Morpholino-mediated SOD1 reduction ameliorates an amyotrophic lateral sclerosis disease phenotype.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Morpholino-mediated SOD1 reduction ameliorates an amyotrophic lateral sclerosis disease phenotype.
16317,45486,26810703,10.1039/c5cc07124k,toxicity,ASO/siRNA,PubMed abstract sentence 2,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: The morpholino molecular beacon for specific RNA visualization in vivo.",B,high_candidate,curator_rejected,reject,derived_annotations_only,The morpholino molecular beacon for specific RNA visualization in vivo.
16319,45488,26632489,10.1016/j.ydbio.2015.11.018,toxicity,ASO,PubMed abstract sentence 3,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Genome editing in sea urchin embryos by using a CRISPR/Cas9 system.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Genome editing in sea urchin embryos by using a CRISPR/Cas9 system.
38322,67491,24934636,10.1186/1471-2105-15-192,offtarget,siRNA,PMC full text high-precision preselection,off-target;seed;mirna-like;mirna;rnai,"full-text off-target candidate; title/source terms=off-target, seed, mirna-like, mirna, rnai; source title: Online GESS: prediction of miRNA-like off-target effects in large-scale RNAi screen data by seed region analysis.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Online GESS: prediction of miRNA-like off-target effects in large-scale RNAi screen data by seed region analysis.
38323,67492,38192001,10.1093/bioinformatics/btae011,offtarget,siRNA,PMC full text high-precision preselection,off-target;seed;rna-seq;sirna,"full-text off-target candidate; title/source terms=off-target, seed, rna-seq, sirna; source title: SeedMatchR: identify off-target effects mediated by siRNA seed regions in RNA-seq experiments.",B,high_candidate,curator_rejected,reject,derived_annotations_only,SeedMatchR: identify off-target effects mediated by siRNA seed regions in RNA-seq experiments.
38324,67493,29164215,10.1039/c7ob02654d,offtarget,siRNA,PMC full text high-precision preselection,off-target;mirna-like;mirna;sirna,"full-text off-target candidate; title/source terms=off-target, mirna-like, mirna, sirna; source title: Controlling miRNA-like off-target effects of an siRNA with nucleobase modifications.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Controlling miRNA-like off-target effects of an siRNA with nucleobase modifications.
38325,67494,26839153,10.5483/bmbrep.2016.49.3.019,offtarget,siRNA,PMC full text high-precision preselection,off-target;mirna-like;mirna;sirna,"full-text off-target candidate; title/source terms=off-target, mirna-like, mirna, sirna; source title: Rationally designed siRNAs without miRNA-like off-target repression.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Rationally designed siRNAs without miRNA-like off-target repression.
38326,67495,22258146,10.4161/rna.9.1.18121,offtarget,siRNA,PMC full text high-precision preselection,off-target;seed;mismatch;sirna,"full-text off-target candidate; title/source terms=off-target, seed, mismatch, sirna; source title: Single base mismatches in the mRNA target site allow specific seed region-mediated off-target binding of siRNA targeting human coagulation factor 7.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Single base mismatches in the mRNA target site allow specific seed region-mediated off-target binding of siRNA targeting human coagulation factor 7.
